ID,Name,Concepticon_ID,Concepticon_Gloss,Core_list,Semantic_category,Semantic_field,Borrowed_score,Age_score,Simplicity_score
10-612,to carry in hand,412,CARRY IN HAND,yes,Verb,Motion,0.112319486539,0.766749866286,0.792208949902
10-613,to carry on shoulder,413,CARRY ON SHOULDER,yes,Verb,Motion,0.0981225044601,0.827661201257,0.815351287061
10-614,to carry on head,414,CARRY ON HEAD,yes,Verb,Motion,0.185709232402,0.789281924301,0.725150336045
10-615,to carry under the arm,415,CARRY UNDER ARM,yes,Verb,Motion,0.0782664253008,0.80187413481,0.746193163667
10-62,to bring,692,BRING,yes,Verb,Motion,0.0180084745763,0.831144067797,0.754237288136
10-63,to send,1127,SEND,yes,Verb,Motion,0.133177570093,0.855607476636,0.810747663551
10-64,to lead,43,LEAD (GUIDE),yes,Verb,Motion,0.157051282051,0.842735042735,0.742521367521
10-65,to drive,741,DRIVE,yes,Verb,Motion,0.331828442438,0.800225733634,0.804740406321
10-66,to ride,367,RIDE,yes,Verb,Motion,0.197080291971,0.862773722628,0.815085158151
10-67,to push,1452,PUSH,yes,Verb,Motion,0.172597864769,0.838078291815,0.898576512456
10-71,the road,667,ROAD,yes,Noun,Motion,0.311659192825,0.874887892377,0.941704035874
10-72,the path,2252,PATH,yes,Noun,Motion,0.207468879668,0.863070539419,0.921161825726
10-74,the bridge,1011,BRIDGE,yes,Noun,Motion,0.417159763314,0.846153846154,0.94674556213
10-75,the cart or wagon,122,CART,yes,Noun,Motion,0.667922020381,0.839255649092,0.943509082853
10-76,the wheel,710,WHEEL,yes,Noun,Motion,0.460843373494,0.834939759036,0.909638554217
10-77,the axle,1769,AXLE,yes,Noun,Motion,0.448453608247,0.846907216495,0.938144329897
10-78,the yoke,14,YOKE,yes,Noun,Motion,0.405405405405,0.884864864865,0.943243243243
10-81,the ship,740,SHIP,yes,Noun,Motion,0.608695652174,0.830434782609,0.937888198758
10-83,the boat,1844,BOAT,yes,Noun,Motion,0.535294117647,0.845294117647,0.952941176471
10-831,the canoe,1970,CANOE,yes,Noun,Motion,0.435714285714,0.837857142857,0.942857142857
10-832,the outrigger,416,OUTRIGGER,yes,Noun,Motion,0.25,0.767567567568,0.824324324324
10-84,the raft,1664,RAFT,yes,Noun,Motion,0.34188034188,0.84358974359,0.880341880342
10-85,the oar,3137,OAR,yes,Noun,Motion,0.455882352941,0.868823529412,0.866176470588
10-851,the paddle,234,PADDLE,yes,Noun,Motion,0.28164556962,0.815189873418,0.884493670886
10-852,to row,1849,ROW,yes,Verb,Motion,0.210900473934,0.827962085308,0.78672985782
10-86,the rudder,108,RUDDER,yes,Noun,Motion,0.460227272727,0.817613636364,0.849431818182
10-87,the mast,184,MAST,yes,Noun,Motion,0.339622641509,0.807547169811,0.839622641509
10-88,the sail,786,SAILCLOTH,yes,Noun,Motion,0.404255319149,0.876595744681,0.925531914894
10-89,the anchor,1870,ANCHOR,yes,Noun,Motion,0.58389261745,0.830872483221,0.919463087248
10-91,the port,610,PORT,yes,Noun,Motion,0.433070866142,0.806299212598,0.818897637795
10-92,to land,1922,LAND (DESCEND),yes,Verb,Motion,0.185483870968,0.758525345622,0.706221198157
11-11,to have,773,HAVE,yes,Verb,Possession,0.0366524129505,0.828649969456,0.899205864386
11-12,to own,684,OWN,yes,Verb,Possession,0.256097560976,0.817987804878,0.826219512195
11-13,to take,1749,TAKE,yes,Verb,Possession,0.100439773405,0.876602564103,0.886516100179
11-14,to grasp,855,SEIZE,yes,Verb,Possession,0.0295130349238,0.858976881456,0.893015248401
11-15,to hold,1448,HOLD,yes,Verb,Possession,0.100222717149,0.850779510022,0.878897550111
11-16,to get,694,GET,yes,Verb,Possession,0.159251769464,0.853741152679,0.863498483316
11-17,to keep,1477,KEEP,yes,Verb,Possession,0.148984198646,0.832054176072,0.805869074492
11-18,the thing,738,THING,yes,Noun,Possession,0.227722772277,0.796831683168,0.89900990099
11-21,to give,1447,GIVE,yes,Verb,Possession,0.0867768595041,0.885123966942,0.907024793388
11-22,to give back,85,GIVE BACK,yes,Verb,Possession,0.0882352941176,0.769411764706,0.678431372549
11-24,to preserve,1997,PRESERVE,yes,Verb,Possession,0.24145785877,0.787699316629,0.744874715262
1-99903,the coal,,,no,Noun,The physical world,0.0,1.0,1.0
11-25,to rescue,2008,RESCUE,yes,Verb,Possession,0.368154158215,0.786612576065,0.811359026369
11-27,to destroy,681,DESTROY,yes,Verb,Possession,0.178846153846,0.789230769231,0.779807692308
11-28,to injure,44,INJURE,yes,Verb,Possession,0.186842105263,0.799298245614,0.741228070175
11-31,to look for,1468,LOOK FOR,yes,Verb,Possession,0.0836614173228,0.852362204724,0.883858267717
11-32,to find,719,FIND,yes,Verb,Possession,0.0859303391384,0.824472960587,0.872823098075
11-33,to lose,3072,MISPLACE,yes,Verb,Possession,0.0371900826446,0.815702479339,0.752066115702
11-34,to let go,1095,LET GO OR SET FREE,yes,Verb,Possession,0.119272555503,0.788143599433,0.802786962683
11-43,the money,1559,MONEY,yes,Noun,Possession,0.5375,0.865714285714,0.970535714286
11-44,the coin,1867,COIN,yes,Noun,Possession,0.533524904215,0.804214559387,0.816091954023
11-51,rich,712,RICH,yes,Adjective,Possession,0.284745762712,0.814237288136,0.816101694915
11-52,poor,1674,POOR,yes,Adjective,Possession,0.4461414791,0.844694533762,0.901125401929
11-53,the beggar,1934,BEGGAR,yes,Noun,Possession,0.20719844358,0.795719844358,0.711089494163
11-54,stingy,1774,STINGY,yes,Adjective,Possession,0.217391304348,0.770048309179,0.893719806763
11-61,to lend,582,LEND,yes,Verb,Possession,0.0753424657534,0.837442922374,0.756849315068
11-62,to borrow,1823,BORROW,yes,Verb,Possession,0.109630266552,0.84875322442,0.767841788478
11-63,to owe,369,OWE,yes,Verb,Possession,0.186046511628,0.78992248062,0.758397932817
11-64,the debt,1914,DEBT,yes,Noun,Possession,0.307531380753,0.829288702929,0.887029288703
11-65,to pay,718,PAY,yes,Verb,Possession,0.303797468354,0.832489451477,0.835443037975
11-66,the bill,1081,BILL,yes,Noun,Possession,0.630281690141,0.849295774648,0.852112676056
11-69,the tax,873,TAX,yes,Noun,Possession,0.590361445783,0.812048192771,0.927710843373
11-77,to hire,856,HIRE,yes,Verb,Possession,0.378472222222,0.810648148148,0.777777777778
11-78,the wages,1122,WAGES,yes,Noun,Possession,0.531914893617,0.805319148936,0.832446808511
11-79,to earn,733,EARN,yes,Verb,Possession,0.188966116421,0.849695916594,0.744787141616
11-81,to buy,1869,BUY,yes,Verb,Possession,0.15221987315,0.874207188161,0.866807610994
11-82,to sell,1571,SELL,yes,Verb,Possession,0.172631578947,0.864842105263,0.861052631579
11-83,to trade or barter,2135,TRADE OR BARTER,yes,Verb,Possession,0.261904761905,0.865646258503,0.75
11-84,the merchant,1082,MERCHANT,yes,Noun,Possession,0.326530612245,0.85306122449,0.647959183673
11-85,the market,633,MARKET,yes,Noun,Possession,0.674698795181,0.834939759036,0.927710843373
11-86,the shop/store,752,STORE,yes,Noun,Possession,0.702127659574,0.803191489362,0.920212765957
11-87,the price,657,PRICE,yes,Noun,Possession,0.431330472103,0.799141630901,0.880901287554
11-88,expensive,1426,EXPENSIVE,yes,Adjective,Possession,0.297297297297,0.805405405405,0.794178794179
11-89,cheap,1887,CHEAP,yes,Adjective,Possession,0.426877470356,0.821343873518,0.812252964427
11-91,to share,884,SHARE,yes,Verb,Possession,0.128463476071,0.810075566751,0.814861460957
11-92,to weigh,1098,WEIGH,yes,Verb,Possession,0.388461538462,0.816923076923,0.796153846154
12-01,after,1685,AFTER,yes,Function word,Spatial relations,0.0767590618337,0.830490405117,0.820895522388
12-011,behind,1686,BEHIND,yes,Function word,Spatial relations,0.0245398773006,0.772392638037,0.790388548057
12-02,beside,1816,BESIDE,yes,Function word,Spatial relations,0.0708502024291,0.809311740891,0.784412955466
12-03,down,1326,DOWN,yes,Function word,Spatial relations,0.0477748691099,0.84057591623,0.772251308901
12-04,before,1882,BEFORE,yes,Function word,Spatial relations,0.0951219512195,0.831707317073,0.824390243902
12-041,in front of,1883,IN FRONT OF,yes,Function word,Spatial relations,0.0551020408163,0.796734693878,0.718367346939
12-05,inside,1606,INSIDE,yes,Function word,Spatial relations,0.0791139240506,0.805063291139,0.784810126582
12-06,outside,762,OUTSIDE,yes,Function word,Spatial relations,0.050796812749,0.809960159363,0.804780876494
12-07,under,1485,BELOW OR UNDER,yes,Function word,Spatial relations,0.0344086021505,0.788387096774,0.806451612903
12-08,up,1591,UP,yes,Function word,Spatial relations,0.0,0.842592592593,0.783564814815
12-11,the place,723,PLACE (POSITION),yes,Noun,Spatial relations,0.254817987152,0.850107066381,0.960653104925
1-99904,the constellation,,,no,Noun,The physical world,0.0,1.0,1.0
12-12,to put,998,PUT,yes,Verb,Spatial relations,0.0633406318424,0.815139192993,0.85924304035
12-13,to sit,1416,SIT,yes,Verb,Spatial relations,0.0886075949367,0.853164556962,0.892405063291
12-14,to lie down,215,LIE DOWN,yes,Verb,Spatial relations,0.01875,0.855357142857,0.839285714286
12-15,to stand,1442,STAND,yes,Verb,Spatial relations,0.0190920661858,0.836656767077,0.888629613916
12-16,to remain,987,REMAIN,yes,Verb,Spatial relations,0.135593220339,0.844444444444,0.915254237288
12-17,the remains,838,REMAINS,yes,Noun,Spatial relations,0.229274611399,0.808808290155,0.772020725389
12-21,to gather,7,GATHER,yes,Verb,Spatial relations,0.144827586207,0.804137931034,0.863793103448
12-212,to pick up,371,PICK UP,yes,Verb,Spatial relations,0.099593495935,0.82310298103,0.803184281843
12-213,to pile up,1576,PILE UP,yes,Verb,Spatial relations,0.167346938776,0.782857142857,0.740816326531
12-22,to join,1743,JOIN,yes,Verb,Spatial relations,0.173306772908,0.861354581673,0.786852589641
12-23,to separate,1359,SEPARATE,yes,Verb,Spatial relations,0.179767359887,0.7836446951,0.817589002467
12-232,to divide,1119,DIVIDE,yes,Verb,Spatial relations,0.185915492958,0.83661971831,0.843661971831
12-24,to open,1156,OPEN,yes,Verb,Spatial relations,0.104895104895,0.837762237762,0.858391608392
12-25,to shut,1046,SHUT,yes,Verb,Spatial relations,0.178095611285,0.837304075235,0.853056426332
12-26,to cover,761,COVER,yes,Verb,Spatial relations,0.0912828947368,0.851480263158,0.851973684211
12-27,to hide,602,HIDE (CONCEAL),yes,Verb,Spatial relations,0.0717131474104,0.872908366534,0.913346613546
12-31,high,1265,HIGH,yes,Adjective,Spatial relations,0.124452782989,0.841776110069,0.839899937461
12-32,low,721,LOW,yes,Adjective,Spatial relations,0.104931192661,0.818577981651,0.852064220183
12-33,the top,1753,TOP,yes,Noun,Spatial relations,0.255509899141,0.843668285394,0.924355621965
12-34,the bottom,690,BOTTOM,yes,Noun,Spatial relations,0.0922982885086,0.817848410758,0.932762836186
12-35,the end(1),742,END (OF SPACE),yes,Noun,Spatial relations,0.0969761759316,0.837080024435,0.893097128894
12-352,pointed,372,POINTED,yes,Adjective,Spatial relations,0.14693877551,0.81387755102,0.797959183673
12-353,the edge,863,EDGE,yes,Noun,Spatial relations,0.128514056225,0.884337349398,0.963855421687
12-36,the side,682,SIDE,yes,Noun,Spatial relations,0.139556377079,0.78595194085,0.916820702403
12-37,the middle,1093,MIDDLE,yes,Noun,Spatial relations,0.154411764706,0.857720588235,0.867647058824
12-41,right(1),1019,RIGHT,yes,Adjective,Spatial relations,0.0362903225806,0.842338709677,0.872983870968
12-42,left,244,LEFT,yes,Adjective,Spatial relations,0.15,0.814444444444,0.905555555556
12-43,near,1942,NEAR,yes,Adverb,Spatial relations,0.117283950617,0.803703703704,0.898148148148
12-44,far,1406,FAR,yes,Adverb,Spatial relations,0.0559701492537,0.818407960199,0.94776119403
12-45,the east,1877,EAST,yes,Noun,Spatial relations,0.233695652174,0.797826086957,0.788043478261
12-46,the west,1817,WEST,yes,Noun,Spatial relations,0.244444444444,0.773333333333,0.788888888889
12-47,the north,1598,NORTH,yes,Noun,Spatial relations,0.204819277108,0.778313253012,0.801204819277
12-48,the south,1595,SOUTH,yes,Noun,Spatial relations,0.255952380952,0.802380952381,0.815476190476
12-53,to grow,479,GROW,yes,Verb,Spatial relations,0.0390070921986,0.832978723404,0.851063829787
12-54,to measure,1506,MEASURE,yes,Verb,Spatial relations,0.196202531646,0.80253164557,0.838607594937
12-541,the fathom,81,FATHOM,yes,Noun,Spatial relations,0.166666666667,0.845833333333,0.958333333333
12-55,big,1202,BIG,yes,Adjective,Spatial relations,0.110869565217,0.88,0.980434782609
12-56,small,1246,SMALL,yes,Adjective,Spatial relations,0.0910470409712,0.854324734446,0.965857359636
12-57,long,1203,LONG,yes,Adjective,Spatial relations,0.0439783491204,0.887686062246,0.898060442039
12-58,tall,711,TALL,yes,Adjective,Spatial relations,0.0756073376301,0.866137828458,0.835894893406
12-59,short,1645,SHORT,yes,Adjective,Spatial relations,0.0989583333333,0.751041666667,0.850694444444
12-61,wide,1243,WIDE,yes,Adjective,Spatial relations,0.045,0.835,0.885
12-62,narrow,1267,NARROW,yes,Adjective,Spatial relations,0.09375,0.791666666667,0.838541666667
12-63,thick,1244,THICK,yes,Adjective,Spatial relations,0.049504950495,0.863366336634,0.905940594059
12-65,thin,2249,THIN (OF SHAPE OF OBJECT),yes,Adjective,Spatial relations,0.126315789474,0.887368421053,0.897368421053
12-67,deep,1593,DEEP,yes,Adjective,Spatial relations,0.148331273177,0.833127317676,0.902760609806
12-68,shallow,193,SHALLOW,yes,Adjective,Spatial relations,0.0967741935484,0.798156682028,0.815668202765
12-71,flat,1633,FLAT,yes,Adjective,Spatial relations,0.290322580645,0.832258064516,0.884408602151
12-73,straight,1404,STRAIGHT,yes,Adjective,Spatial relations,0.131632653061,0.795102040816,0.871428571429
12-74,crooked,297,CROOKED,yes,Adjective,Spatial relations,0.100684931507,0.864657534247,0.85
12-75,the hook,1071,HOOK,yes,Noun,Spatial relations,0.219827586207,0.809051724138,0.890086206897
12-76,the corner,192,CORNER,yes,Noun,Spatial relations,0.196790540541,0.817905405405,0.959459459459
12-77,the cross,1367,CROSS,yes,Noun,Spatial relations,0.5,0.78,0.86875
12-78,the square,850,SQUARE,yes,Noun,Spatial relations,0.450892857143,0.75625,0.765625
12-81,round,1395,ROUND,yes,Adjective,Spatial relations,0.181985294118,0.870220588235,0.862132352941
12-82,the circle,1467,CIRCLE,yes,Noun,Spatial relations,0.252742946708,0.81512539185,0.905956112853
12-83,the ball,1845,BALL,yes,Noun,Spatial relations,0.570189274448,0.803470031546,0.971608832808
12-84,the line,1048,LINE,yes,Noun,Spatial relations,0.471264367816,0.85938697318,0.988505747126
12-85,the hole,1667,HOLE,yes,Noun,Spatial relations,0.102459016393,0.82,0.93606557377
12-92,similar,1558,SIMILAR,yes,Adjective,Spatial relations,0.174363057325,0.773566878981,0.832802547771
12-93,to change,1264,CHANGE,yes,Verb,Spatial relations,0.266540642722,0.850850661626,0.829867674858
13,zero,1294,ZERO,yes,Function word,Quantity,0.724409448819,0.796850393701,0.952755905512
13-01,one,1493,ONE,yes,Function word,Quantity,0.130208333333,0.876041666667,0.96875
13-02,two,1498,TWO,yes,Function word,Quantity,0.230988593156,0.882509505703,0.977186311787
13-03,three,492,THREE,yes,Function word,Quantity,0.219101123596,0.892134831461,0.977528089888
13-04,four,1500,FOUR,yes,Function word,Quantity,0.211956521739,0.863043478261,0.961956521739
13-05,five,493,FIVE,yes,Function word,Quantity,0.228260869565,0.863043478261,0.951086956522
13-06,six,1703,SIX,yes,Function word,Quantity,0.255813953488,0.855813953488,0.976744186047
13-07,seven,1704,SEVEN,yes,Function word,Quantity,0.289772727273,0.879545454545,0.977272727273
13-08,eight,1705,EIGHT,yes,Function word,Quantity,0.255813953488,0.848837209302,0.953488372093
13-09,nine,1483,NINE,yes,Function word,Quantity,0.289772727273,0.861363636364,0.965909090909
13-1,ten,1515,TEN,yes,Function word,Quantity,0.275862068966,0.868965517241,0.948275862069
13-101,eleven,1706,ELEVEN,yes,Function word,Quantity,0.231707317073,0.787804878049,0.676829268293
13-102,twelve,1707,TWELVE,yes,Function word,Quantity,0.234567901235,0.776543209877,0.666666666667
13-103,fifteen,1709,FIFTEEN,yes,Function word,Quantity,0.176829268293,0.770731707317,0.615853658537
13-104,twenty,1710,TWENTY,yes,Function word,Quantity,0.225609756098,0.821951219512,0.756097560976
13-105,a hundred,1634,HUNDRED,yes,Function word,Quantity,0.420454545455,0.836363636364,0.914772727273
13-106,a thousand,1843,THOUSAND,yes,Function word,Quantity,0.581395348837,0.83023255814,0.947674418605
13-107,to count,1420,COUNT,yes,Verb,Quantity,0.22972972973,0.835135135135,0.851351351351
13-14,all,98,ALL,yes,Function word,Quantity,0.186956521739,0.858260869565,0.9
13-15,many,1198,MANY,yes,Function word,Quantity,0.144230769231,0.805128205128,0.932692307692
13-16,more,1992,MORE,yes,Function word,Quantity,0.229838709677,0.797983870968,0.854838709677
13-17,few,1242,FEW,yes,Function word,Quantity,0.0880626223092,0.799217221135,0.864970645793
13-18,enough,1881,ENOUGH,yes,Function word,Quantity,0.209558823529,0.800735294118,0.873161764706
13-181,some,1241,SOME,yes,Function word,Quantity,0.0989010989011,0.765934065934,0.82967032967
13-19,the crowd,2023,CROWD,yes,Noun,Quantity,0.289383561644,0.823287671233,0.779109589041
13-21,full,1429,FULL,yes,Adjective,Quantity,0.106382978723,0.874468085106,0.877659574468
13-22,empty,1624,EMPTY,yes,Adjective,Quantity,0.135869565217,0.821739130435,0.891304347826
13-23,the part,779,PART,yes,Noun,Quantity,0.243639921722,0.845009784736,0.844422700587
13-24,the half,816,HALF,yes,Noun,Quantity,0.157972440945,0.869488188976,0.837598425197
13-33,only,1580,ONLY,yes,Function word,Quantity,0.171568627451,0.810784313725,0.872549019608
13-34,first,728,FIRST,yes,Function word,Quantity,0.123287671233,0.844178082192,0.73801369863
13-35,last,1529,LAST (FINAL),yes,Function word,Quantity,0.114395886889,0.759468723222,0.700085689803
13-36,second,1384,SECOND,yes,Function word,Quantity,0.0810810810811,0.833783783784,0.614864864865
13-37,the pair,1888,PAIR,yes,Noun,Quantity,0.355731225296,0.863241106719,0.895256916996
13-38,twice/two times,1546,TWICE,yes,Function word,Quantity,0.110465116279,0.779069767442,0.558139534884
13-42,third,1859,THIRD,yes,Function word,Quantity,0.0845070422535,0.814084507042,0.591549295775
13-44,three times,417,THREE TIMES,yes,Function word,Quantity,0.0897435897436,0.779487179487,0.544871794872
14-11,the time,892,TIME,yes,Noun,Time,0.539467341528,0.833815377199,0.96456977585
14-12,the age,1789,AGE,yes,Noun,Time,0.452054794521,0.823287671233,0.873287671233
14-13,new,1231,NEW,yes,Adjective,Time,0.0804597701149,0.850574712644,0.919540229885
14-14,young,1207,YOUNG,yes,Adjective,Time,0.162790697674,0.831395348837,0.871124031008
14-15,old,1229,OLD,yes,Adjective,Time,0.103915662651,0.84186746988,0.920180722892
14-16,early,672,EARLY,yes,Function word,Time,0.175,0.8025,0.86875
14-17,late,477,LATE,yes,Function word,Time,0.130896226415,0.830660377358,0.833726415094
14-18,now,1376,NOW,yes,Function word,Time,0.103159851301,0.831598513011,0.874535315985
14-19,immediately,1963,IMMEDIATELY,yes,Function word,Time,0.23359375,0.7646875,0.77265625
14-21,fast,1631,FAST,yes,Adverb,Time,0.10736677116,0.815987460815,0.915360501567
14-22,slow,701,SLOW,yes,Adverb,Time,0.0804066543438,0.826247689464,0.880776340111
14-23,to hurry,754,HURRY,yes,Verb,Time,0.189627228525,0.810048622366,0.810372771475
14-24,to be late,425,BE LATE,yes,Verb,Time,0.166304347826,0.781304347826,0.7
14-25,to begin,1806,BEGIN,yes,Verb,Time,0.134168157424,0.784615384615,0.855098389982
14-252,to last,1186,LAST (ENDURE),yes,Verb,Time,0.176470588235,0.820588235294,0.779411764706
14-26,the end(2),743,END (OF TIME),yes,Noun,Time,0.131934566145,0.836936936937,0.738027501185
14-27,to finish,1766,FINISH,yes,Verb,Time,0.21518607443,0.795258103241,0.789915966387
14-28,to cease,1928,CEASE,yes,Verb,Time,0.141949152542,0.823375706215,0.784604519774
14-29,ready,790,READY,yes,Adjective,Time,0.317729083665,0.842231075697,0.835657370518
14-31,always,1676,ALWAYS,yes,Function word,Time,0.288461538462,0.781730769231,0.802884615385
14-32,often,1852,OFTEN,yes,Function word,Time,0.148562300319,0.81214057508,0.787539936102
14-33,sometimes,1544,SOMETIMES,yes,Function word,Time,0.0576923076923,0.767307692308,0.639423076923
14-331,soon,703,SOON,yes,Function word,Time,0.0568181818182,0.785,0.802272727273
14-332,for a long time,418,FOR A LONG TIME,yes,Function word,Time,0.0825688073394,0.82247706422,0.779816513761
14-34,never,1656,NEVER,yes,Function word,Time,0.153846153846,0.765384615385,0.701923076923
14-35,again,204,AGAIN,yes,Function word,Time,0.112561174551,0.795921696574,0.838499184339
14-41,the day(1),1260,DAY (24 HOURS),yes,Noun,Time,0.13931181486,0.887637028015,0.908647990256
14-42,the night,1233,NIGHT,yes,Noun,Time,0.0689655172414,0.897701149425,0.933908045977
14-43,the dawn,729,DAWN,yes,Noun,Time,0.327272727273,0.795454545455,0.759090909091
14-44,the morning,1339,MORNING,yes,Noun,Time,0.144736842105,0.811842105263,0.828947368421
14-45,the midday,12,MIDDAY,yes,Noun,Time,0.103260869565,0.791304347826,0.635869565217
14-451,the afternoon,1807,AFTERNOON,yes,Noun,Time,0.159198113208,0.840094339623,0.73820754717
14-46,the evening,1629,EVENING,yes,Noun,Time,0.127976190476,0.833333333333,0.877976190476
14-47,today,1283,TODAY,yes,Function word,Time,0.0477528089888,0.844943820225,0.780898876404
14-48,tomorrow,1329,TOMORROW,yes,Function word,Time,0.0602409638554,0.815662650602,0.885542168675
14-481,the day after tomorrow,1179,DAY AFTER TOMORROW,yes,Function word,Time,0.0126582278481,0.784810126582,0.664556962025
14-49,yesterday,1174,YESTERDAY,yes,Function word,Time,0.0421686746988,0.871084337349,0.921686746988
14-491,the day before yesterday,1180,DAY BEFORE YESTERDAY,yes,Function word,Time,0.0185185185185,0.797530864198,0.623456790123
14-51,the hour,1353,HOUR,yes,Noun,Time,0.757505773672,0.813394919169,0.930715935335
14-53,the clock,1323,CLOCK,yes,Noun,Time,0.743119266055,0.821100917431,0.93119266055
14-61,the week,1469,WEEK,yes,Noun,Time,0.630555555556,0.794444444444,0.933333333333
14-62,Sunday,1699,SUNDAY,yes,Noun,Time,0.490625,0.82625,0.7625
14-63,Monday,1697,MONDAY,yes,Noun,Time,0.536585365854,0.814634146341,0.780487804878
14-64,Tuesday,1695,TUESDAY,yes,Noun,Time,0.525,0.835,0.79375
14-65,Wednesday,1694,WEDNESDAY,yes,Noun,Time,0.542682926829,0.817073170732,0.762195121951
14-66,Thursday,1693,THURSDAY,yes,Noun,Time,0.60625,0.825,0.80625
14-67,Friday,1692,FRIDAY,yes,Noun,Time,0.573170731707,0.807317073171,0.829268292683
14-68,Saturday,1700,SATURDAY,yes,Noun,Time,0.660714285714,0.82619047619,0.839285714286
14-71,the month,1370,MONTH,yes,Noun,Time,0.192196531792,0.880346820809,0.973988439306
14-73,the year,1226,YEAR,yes,Noun,Time,0.186170212766,0.889787234043,0.971276595745
14-74,the winter,1471,WINTER,yes,Noun,Time,0.0897435897436,0.826923076923,0.826923076923
14-75,the spring(2),1537,SPRINGTIME,yes,Noun,Time,0.160447761194,0.805970149254,0.768656716418
14-76,the summer,1342,SUMMER,yes,Noun,Time,0.128537735849,0.850943396226,0.837264150943
14-77,the autumn/fall,1276,AUTUMN,yes,Noun,Time,0.157142857143,0.82,0.807142857143
14-78,the season,691,SEASON,yes,Noun,Time,0.380434782609,0.747391304348,0.830434782609
15-21,to smell(1),1587,SMELL (STINK),yes,Verb,Sense perception,0.11408677022,0.810926620246,0.724156400643
15-89,wrinkled,380,WRINKLED,yes,Adjective,Sense perception,0.0752688172043,0.755913978495,0.661290322581
15-212,to sniff,375,SNIFF,yes,Verb,Sense perception,0.114606741573,0.840898876404,0.77191011236
15-22,to smell(2),1586,SMELL (PERCEIVE),yes,Verb,Sense perception,0.100421718503,0.790195044808,0.745651027939
15-25,fragrant,376,FRAGRANT,yes,Adjective,Sense perception,0.104395604396,0.824175824176,0.686813186813
15-26,stinking,42,STINKING,yes,Adjective,Sense perception,0.0179282868526,0.824302788845,0.719123505976
15-31,to taste,21,TASTE (SOMETHING),yes,Verb,Sense perception,0.238775510204,0.775918367347,0.736734693878
15-35,sweet,717,SWEET,yes,Adjective,Sense perception,0.0863095238095,0.853571428571,0.886904761905
15-36,salty,1091,SALTY,yes,Adjective,Sense perception,0.0590277777778,0.836111111111,0.770833333333
15-37,bitter,887,BITTER,yes,Adjective,Sense perception,0.0253164556962,0.867088607595,0.889240506329
15-38,sour,1906,SOUR,yes,Adjective,Sense perception,0.0631868131868,0.813186813187,0.887362637363
15-39,brackish,70,BRACKISH,yes,Adjective,Sense perception,0.18085106383,0.768085106383,0.702127659574
15-41,to hear,1408,HEAR,yes,Verb,Sense perception,0.0469934310258,0.815058110157,0.894643759474
15-42,to listen,1608,LISTEN,yes,Verb,Sense perception,0.0333509793542,0.858125992589,0.782424563261
15-44,the sound or noise,1811,SOUND OR NOISE,yes,Noun,Sense perception,0.185069984448,0.796889580093,0.902021772939
15-45,loud,377,LOUD,yes,Adjective,Sense perception,0.0473684210526,0.806105263158,0.76
15-46,quiet,1314,QUIET,yes,Adjective,Sense perception,0.163244353183,0.754825462012,0.891170431211
15-51,to see,1409,SEE,yes,Verb,Sense perception,0.0823293172691,0.848995983936,0.899598393574
15-52,to look,1819,LOOK,yes,Verb,Sense perception,0.0949152542373,0.797627118644,0.935593220339
15-55,to show,1039,SHOW,yes,Verb,Sense perception,0.0612244897959,0.807606679035,0.724489795918
15-56,to shine,708,SHINE,yes,Verb,Sense perception,0.101821192053,0.808278145695,0.771523178808
15-57,bright,679,BRIGHT,yes,Adjective,Sense perception,0.0474433315762,0.81233526621,0.822087506589
15-61,the colour/color,1613,COLOR,yes,Noun,Sense perception,0.595541401274,0.75923566879,0.942675159236
15-62,light(2),250,LIGHT (COLOR),yes,Adjective,Sense perception,0.130988023952,0.813473053892,0.808383233533
15-63,dark,706,DARK,yes,Adjective,Sense perception,0.101809954751,0.900904977376,0.867647058824
15-64,white,1335,WHITE,yes,Adjective,Sense perception,0.158653846154,0.853461538462,0.919230769231
15-65,black,163,BLACK,yes,Adjective,Sense perception,0.0487804878049,0.867073170732,0.899390243902
15-66,red,156,RED,yes,Adjective,Sense perception,0.0735294117647,0.848235294118,0.9
15-67,blue,837,BLUE,yes,Adjective,Sense perception,0.239889705882,0.813602941176,0.875919117647
15-68,green,1425,GREEN,yes,Adjective,Sense perception,0.167682926829,0.779268292683,0.82825203252
15-69,yellow,1424,YELLOW,yes,Adjective,Sense perception,0.154069767442,0.853488372093,0.877906976744
15-71,to touch,1892,TOUCH,yes,Verb,Sense perception,0.103406326034,0.783454987835,0.843876723439
15-712,to pinch,378,PINCH,yes,Verb,Sense perception,0.130681818182,0.817045454545,0.863636363636
15-72,to feel,1079,FEEL,yes,Verb,Sense perception,0.121141975309,0.813271604938,0.86316872428
15-74,hard,1884,HARD,yes,Adjective,Sense perception,0.0822942643392,0.859600997506,0.902743142145
15-75,soft,1856,SOFT,yes,Adjective,Sense perception,0.0848585690516,0.846256239601,0.885191347754
15-76,rough(1),1923,ROUGH,yes,Adjective,Sense perception,0.149466192171,0.821352313167,0.829181494662
15-77,smooth,1234,SMOOTH,yes,Adjective,Sense perception,0.174295774648,0.828873239437,0.87323943662
15-78,sharp,1396,SHARP,yes,Adjective,Sense perception,0.099609375,0.815234375,0.84375
15-79,blunt,379,BLUNT,yes,Adjective,Sense perception,0.120253164557,0.76835443038,0.867088607595
